%Automatically built ARFF-file
%Feature sets: ['avg_sentiment_no_neutral', 'min_sentiment', 'max_sentiment']
@RELATION sentiment

@ATTRIBUTE avg_sentiment_no_neutral NUMERIC
@ATTRIBUTE max_sentiment NUMERIC
@ATTRIBUTE min_sentiment NUMERIC
@ATTRIBUTE sentiment {"--", "-", "0", "+", "++"}

@DATA
0.791665,0.81944,0.34722,"+"
0.748017142857,0.70833,0.5,"++"
0.766303043478,0.90278,0.75,"++"
0.73611,0.73611,0.55556,"++"
0.791665,0.79167,0.52778,"+"
0.756412307692,0.83333,0.5,"++"
0.384058695652,0.5,0.097222,"--"
0.66667,0.69444,0.5,"+"
0.833334,0.94444,0.5,"++"
0.776231111111,0.81944,0.72222,"+"
0.39352,0.81944,0.65278,"++"
0.75694625,0.83333,0.5,"++"
0.493825555556,0.69444,0.5,"+"
0.694443333333,0.79167,0.5,"++"
?,0.69444,0.45833,"+"
0.707071818182,0.76389,0.63889,"+"
?,0.61111,0.5,"++"
0.773146666667,0.84722,0.5,"+"
0.72222,0.79167,0.72222,"+"
0.673076923077,0.70833,0.5,"+"
0.574074444444,0.66667,0.5,"0"
0.807693076923,0.83333,0.51389,"++"
0.7144075,0.68056,0.33333,"+"
0.427776,0.5,0.44444,"0"
0.75,0.66667,0.55556,"++"
0.757310526316,0.875,0.69444,"++"
0.805556666667,0.875,0.5,"++"
0.61111,0.81944,0.5,"+"
?,0.5,0.44444,"0"
0.76389,0.79167,0.55556,"+"
0.69444,0.75,0.5,"+"
0.84722,0.86111,0.5,"+"
0.611114,0.5,0.27778,"0"
?,0.5,0.5,"0"
?,0.5,0.43056,"0"
0.72222,0.70833,0.5,"+"
0.648811428571,0.81944,0.55556,"++"
0.80556,0.83333,0.5,"++"
0.61111,0.69444,0.5,"+"
0.77778,0.83333,0.47222,"+"
0.77778,0.77778,0.5,"+"
0.660256923077,0.70833,0.5,"+"
0.659725,0.83333,0.5,"+"
0.69444,0.68056,0.52778,"+"
?,0.72222,0.5,"+"
0.36111,0.5,0.44444,"+"
0.7222225,0.73611,0.5,"+"
0.90278,0.88889,0.5,"++"
0.442458571429,0.45833,0.44444,"+"
0.77778,0.75,0.5,"+"
0.777775,0.83333,0.72222,"+"
0.656564545455,0.83333,0.5,"+"
0.66667,0.77778,0.5,"+"
0.708334117647,0.875,0.625,"++"
0.72222,0.83333,0.5,"+"
0.349538333333,0.83333,0.27778,"+"
0.72222,0.80556,0.5,"++"
0.579707391304,0.70833,0.5,"0"
0.75,0.75,0.54167,"+"
0.66667,0.79167,0.59722,"+"
0.680553333333,0.90278,0.375,"++"
0.824782307692,0.83333,0.83333,"++"
0.80556,0.72222,0.66667,"++"
0.194448,0.5,0.31944,"-"
?,0.55556,0.45833,"0"
?,0.54167,0.5,"0"
0.66667,0.76389,0.55556,"+"
0.77778,0.875,0.5,"+"
0.80556,0.88889,0.5,"++"
0.68056,0.68056,0.58333,"+"
0.79167,0.65278,0.48611,"+"
0.27778,0.65278,0.5,"+"
0.77778,0.75,0.5,"+"
0.70833,0.86111,0.55556,"++"
?,0.56944,0.5,"+"
?,0.5,0.30556,"-"
0.49495,0.66667,0.5,"+"
0.68056,0.68056,0.58333,"+"
?,0.5,0.48611,"0"
0.77778,0.77778,0.72222,"+"
0.675002,0.95833,0.51389,"++"
0.88889,0.84722,0.5,"++"
0.455882352941,0.5,0.055556,"-"
0.445510769231,0.77778,0.5,"+"
?,0.5,0.5,"0"
0.768164615385,0.90278,0.54167,"++"
0.751264545455,0.75,0.5,"+"
0.770835,0.75,0.5,"++"
0.72222,0.72222,0.41667,"+"
0.80556,0.77778,0.5,"+"
0.86111,0.93056,0.5,"++"
0.71528,0.77778,0.5,"+"
0.554095263158,0.73611,0.65278,"0"
0.88889,0.73611,0.5,"++"
0.672618571429,0.73611,0.55556,"+"
0.680552857143,0.70833,0.51389,"0"
0.691666,0.73611,0.5,"+"
0.788886,0.66667,0.61111,"++"
0.819445,0.88889,0.66667,"+"
0.22222,0.5,0.19444,"-"
0.77778,0.77778,0.5,"++"
0.72222,0.72222,0.5,"+"
0.594247142857,0.91667,0.47222,"+"
0.705246111111,0.56944,0.51389,"-"
0.30556,0.5,0.30556,"+"
0.712304285714,0.81944,0.58333,"++"
0.466666,0.59722,0.38889,"0"
0.753203076923,0.77778,0.5,"+"
0.700000666667,0.76389,0.5,"+"
0.737372727273,0.84722,0.55556,"++"
0.61111,0.70833,0.5,"+"
0.459966470588,0.79167,0.5,"+"
?,0.5,0.41667,"0"
0.480158571429,0.625,0.5,"+"
0.79167,0.76389,0.5,"0"
0.728535454545,0.73611,0.40278,"+"
0.84722,0.76389,0.5,"++"
0.56250125,0.83333,0.80556,"0"
0.76215,0.65278,0.5,"+"
0.79167,0.66667,0.5,"+"
?,0.5,0.44444,"-"
0.820985555556,0.73611,0.5,"+"
0.5625,0.61111,0.5,"0"
0.788888,0.84722,0.75,"++"
0.77778,0.70833,0.59722,"+"
0.80556,0.80556,0.5,"++"
?,0.61111,0.48611,"+"
0.664685714286,0.73611,0.51389,"+"
0.83333,0.77778,0.5,"+"
0.38889,0.52778,0.5,"-"
?,0.5,0.45833,"0"
0.72222,0.66667,0.36111,"-"
0.66667,0.66667,0.40278,"0"
0.737370909091,0.91667,0.5,"++"
0.722222,0.68056,0.5,"+"
0.630952857143,0.70833,0.63889,"+"
?,0.5,0.5,"0"
0.72222,0.77778,0.5,"++"
?,0.56944,0.5,"+"
0.415455652174,0.43056,0.16667,"--"
0.48611,0.81944,0.5,"+"
0.695705454545,0.79167,0.5,"++"
0.36111,0.625,0.5,"-"
?,0.5,0.40278,"0"
0.35185,0.5,0.47222,"+"
0.729797272727,0.76389,0.5,"+"
?,0.59722,0.5,"+"
0.506945,0.58333,0.58333,"+"
0.698148666667,0.73611,0.44444,"+"
0.633453478261,0.84722,0.5,"+"
0.746294666667,0.75,0.66667,"++"
0.739315384615,0.77778,0.69444,"+"
0.75463,0.79167,0.69444,"++"
0.91667,0.95833,0.5,"++"
0.800924166667,0.84722,0.73611,"++"
0.73405037037,0.65278,0.5,"0"
0.84722,0.83333,0.5,"++"
0.877774,0.94444,0.5,"++"
0.83081,0.86111,0.72222,"++"
0.287036666667,0.375,0.23611,"-"
0.6631975,0.61111,0.44444,"0"
0.84722,0.81944,0.51389,"++"
0.71296,0.79167,0.5,"+"
0.655556,0.83333,0.5,"+"
0.80556,0.80556,0.54167,"+"
0.712963333333,0.70833,0.61111,"+"
0.73611,0.75,0.5,"+"
0.625,0.625,0.34722,"+"
0.633170588235,0.76389,0.76389,"+"
0.4213,0.90278,0.5,"++"
0.357501,0.5,0.47222,"+"
0.70833,0.70833,0.5,"+"
0.27778,0.5,0.27778,"-"
0.755558,0.80556,0.77778,"0"
0.27778,0.5,0.41667,"0"
0.61111,0.77778,0.5,"0"
0.29167,0.51389,0.5,"-"
0.68056,0.76389,0.56944,"+"
0.65741,0.65278,0.63889,"+"
0.523146666667,0.72222,0.58333,"++"
?,0.5,0.45833,"0"
0.599070666667,0.69444,0.5,"0"
0.75,0.75,0.5,"+"
?,0.94444,0.5,"++"
0.636285625,0.875,0.5,"++"
0.63889,0.63889,0.55556,"++"
0.709595454545,0.83333,0.625,"++"
0.646608888889,0.59722,0.5,"0"
0.77778,0.68056,0.5,"+"
0.677778,0.84722,0.5,"+"
0.70833,0.70833,0.5,"+"
0.33333,0.59722,0.45833,"0"
0.688033076923,0.83333,0.61111,"++"
0.366666,0.5,0.27778,"-"
0.29167,0.52778,0.5,"-"
0.839643636364,0.80556,0.5,"++"
?,0.54167,0.5,"0"
0.66667,0.61111,0.5,"0"
0.694443333333,0.61111,0.47222,"++"
0.725695,0.76389,0.75,"++"
0.73611,0.81944,0.5,"++"
0.877777,0.90278,0.5,"++"
0.813491428571,0.68056,0.5,"+"
0.63889,0.70833,0.5,"++"
0.76389,0.59722,0.5,"+"
0.388886,0.59722,0.5,"+"
0.69357625,0.94444,0.5,"++"
0.68115826087,0.94444,0.5,"++"
0.29167,0.625,0.48611,"+"
0.740744444444,0.88889,0.5,"+"
0.704631333333,0.66667,0.5,"++"
?,0.625,0.5,"+"
?,0.73611,0.52778,"0"
0.838380909091,0.91667,0.5,"++"
0.80556,0.95833,0.5,"++"
0.73611,0.83333,0.5,"+"
0.752778,0.79167,0.5,"+"
0.8342,0.90278,0.5,"++"
0.814811666667,0.80556,0.75,"++"
0.840275,0.88889,0.5,"+"
0.746528333333,0.69444,0.54167,"+"
?,0.56944,0.51389,"0"
0.638355769231,0.88889,0.5,"+"
0.681550714286,0.88889,0.66667,"++"
0.636112,0.66667,0.48611,"+"
0.65741,0.83333,0.59722,"+"
0.560186666667,0.81944,0.5,"+"
0.6307875,0.625,0.34722,"+"
0.88889,0.79167,0.5,"++"
0.40741,0.54167,0.52778,"+"
0.83333,0.84722,0.5,"+"
0.66667,0.83333,0.55556,"++"
0.583334444444,0.51389,0.51389,"-"
0.83333,0.83333,0.5,"++"
0.62963,0.61111,0.59722,"+"
0.830809090909,0.79167,0.5,"+"
0.541665,0.65278,0.5,"+"
0.669083043478,0.75,0.5,"+"
0.652776470588,0.80556,0.5,"++"
0.65972,0.79167,0.5,"+"
0.641026923077,0.65278,0.51389,"+"
?,0.5,0.5,"0"
0.66667,0.66667,0.5,"+"
0.692308461538,0.72222,0.63889,"+"
0.761114,0.75,0.5,"+"
0.8125,0.875,0.5,"++"
0.675923333333,0.61111,0.55556,"+"
0.621911851852,0.625,0.5,"++"
0.77778,0.68056,0.33333,"+"
0.77778,0.90278,0.72222,"+"
?,0.5,0.41667,"0"
0.75,0.68056,0.5,"+"
0.80556,0.76389,0.5,"+"
0.667738461538,0.80556,0.77778,"++"
0.833332222222,0.83333,0.61111,"++"
0.556764782609,0.76389,0.52778,"+"
0.755558,0.58333,0.45833,"0"
0.698719230769,0.66667,0.66667,"+"
0.763888,0.88889,0.5,"++"
0.61979,0.69444,0.5,"++"
0.81944,0.88889,0.5,"++"
0.636364545455,0.80556,0.5,"+"
0.82639,0.83333,0.5,"+"
0.581788333333,0.61111,0.5,"+"
0.66667,0.66667,0.66667,"0"
0.451854,0.5,0.47222,"-"
0.49405,0.65278,0.5,"0"
0.619047142857,0.68056,0.44444,"+"
0.33796,0.5,0.22222,"0"
0.828124375,0.84722,0.5,"++"
0.831943,0.72222,0.5,"++"
0.77778,0.75,0.5,"+"
0.652776666667,0.73611,0.5,"+"
?,0.61111,0.5,"+"
?,0.55556,0.5,"+"
0.517626153846,0.70833,0.61111,"+"
0.63889,0.76389,0.48611,"+"
0.76389,0.76389,0.40278,"+"
0.788892,0.86111,0.5,"++"
0.6354175,0.65278,0.5,"+"
0.765279,0.68056,0.5,"+"
0.618688181818,0.56944,0.55556,"0"
0.712963333333,0.61111,0.56944,"++"
?,0.58333,0.5,"--"
0.695987777778,0.83333,0.72222,"+"
0.31944,0.52778,0.5,"-"
0.65278,0.61111,0.5,"+"
?,0.69444,0.44444,"++"
0.624075333333,0.77778,0.5,"0"
0.66667,0.66667,0.5,"+"
0.787035333333,0.86111,0.72222,"++"
0.61111,0.61111,0.375,"0"
0.88889,0.80556,0.5,"++"
0.88889,0.875,0.5,"+"
0.65278,0.61111,0.56944,"+"
0.75,0.83333,0.5,"++"
0.819442777778,0.72222,0.61111,"++"
0.792927272727,0.88889,0.5,"+"
0.7,0.72222,0.55556,"+"
0.685186666667,0.625,0.5,"+"
0.666667,0.88889,0.5,"+"
0.877778,0.94444,0.83333,"++"
0.72222,0.65278,0.51389,"+"
0.740078571429,0.70833,0.58333,"++"
0.618055,0.625,0.59722,"+"
0.63889,0.72222,0.5,"+"
0.66667,0.73611,0.59722,"+"
0.630556666667,0.76389,0.59722,"+"
?,0.5,0.25,"-"
0.73611,0.79167,0.5,"++"
0.755558,0.94444,0.55556,"++"
0.618055,0.70833,0.61111,"+"
0.639884285714,0.69444,0.29167,"+"
0.720087692308,0.79167,0.5,"++"
0.341267142857,0.55556,0.5,"0"
0.625,0.61111,0.38889,"+"
0.797618571429,0.80556,0.5,"++"
0.737431428571,0.80556,0.77778,"++"
0.68056,0.69444,0.44444,"+"
0.66667,0.69444,0.66667,"+"
0.595238571429,0.77778,0.5,"++"
0.625,0.77778,0.5,"+"
0.38492,0.65278,0.5,"0"
0.83333,0.55556,0.5,"+"
0.84722,0.84722,0.5,"++"
0.61111,0.61111,0.44444,"0"
0.712607692308,0.80556,0.65278,"+"
0.20833,0.5,0.29167,"-"
0.20833,0.5,0.29167,"-"
0.643515,0.80556,0.51389,"+"
0.625,0.625,0.5,"+"
0.4201375,0.73611,0.45833,"0"
0.72222,0.63889,0.61111,"+"
0.83333,0.54167,0.5,"0"
0.716664,0.80556,0.77778,"+"
0.559781304348,0.83333,0.51389,"+"
0.531045294118,0.66667,0.5,"+"
0.400004,0.65278,0.5,"0"
0.56111,0.83333,0.5,"+"
0.622685,0.80556,0.63889,"+"
0.65278,0.77778,0.5,"++"
0.65278,0.88889,0.5,"+"
0.86111,0.88889,0.86111,"+"
0.5,0.69444,0.5,"+"
0.77778,0.77778,0.5,"+"
0.72222,0.83333,0.5,"+"
0.488092857143,0.70833,0.5,"+"
0.69444,0.80556,0.56944,"+"
0.63889,0.77778,0.5,"+"
0.66667,0.68056,0.59722,"+"
0.720677777778,0.68056,0.5,"++"
0.7066,0.77778,0.68056,"+"
0.38889,0.69444,0.5,"+"
0.760803333333,0.76389,0.75,"++"
0.746211818182,0.86111,0.5,"++"
0.63426,0.70833,0.66667,"+"
0.722225,0.5,0.34722,"+"
0.743689090909,0.81944,0.5,"+"
0.499074666667,0.625,0.25,"++"
0.731946,0.88889,0.5,"++"
0.90278,0.70833,0.5,"++"
0.808080909091,0.86111,0.5,"++"
?,0.59722,0.5,"0"
?,0.56944,0.5,"0"
0.81944,0.73611,0.5,"++"
0.83333,0.90278,0.5,"+"
0.79167,0.72222,0.5,"+"
0.671475,0.83333,0.36111,"+"
0.753475,0.81944,0.5,"++"
0.491668,0.63889,0.5,"+"
0.383332,0.52778,0.45833,"-"
0.444444545455,0.5,0.5,"0"
0.63889,0.75,0.58333,"+"
0.83333,0.76389,0.5,"++"
0.394442,0.65278,0.5,"+"
0.643748,0.65278,0.625,"++"
0.83333,0.86111,0.5,"++"
0.83333,0.72222,0.5,"++"
0.66667,0.68056,0.56944,"0"
0.62963,0.77778,0.5,"+"
0.64699,0.70833,0.625,"++"
0.732322727273,0.72222,0.5,"+"
1.0,0.90278,0.5,"++"
0.507404,0.77778,0.5,"+"
0.91667,0.83333,0.5,"++"
0.86111,0.93056,0.51389,"+"
0.76389,0.76389,0.55556,"+"
0.440168461538,0.5,0.33333,"+"
0.74913125,0.77778,0.56944,"+"
0.716047777778,0.73611,0.55556,"+"
0.80556,0.90278,0.5,"++"
0.804396666667,0.83333,0.83333,"++"
0.600002,0.61111,0.5,"+"
0.820987777778,0.91667,0.5,"++"
0.22222,0.5,0.33333,"-"
0.81944,0.81944,0.59722,"+"
0.73611,0.79167,0.5,"+"
0.38889,0.47222,0.44444,"0"
0.375,0.5,0.44444,"+"
0.700981764706,0.83333,0.5,"++"
?,0.69444,0.55556,"++"
0.616161818182,0.70833,0.54167,"+"
0.584596363636,0.76389,0.55556,"+"
0.464814,0.65278,0.38889,"+"
0.777782,0.80556,0.5,"++"
0.660714285714,0.70833,0.55556,"+"
0.712416470588,0.77778,0.75,"++"
0.81187,0.72222,0.5,"++"
0.487965333333,0.65278,0.5,"+"
0.66667,0.76389,0.5,"+"
0.72222,0.72222,0.5,"+"
0.790508333333,0.66667,0.5,"+"
0.77778,0.86111,0.58333,"++"
0.91667,0.91667,0.5,"++"
0.766663333333,0.80556,0.5,"++"
0.782049230769,0.93056,0.44444,"++"
0.625,0.61111,0.5,"+"
0.69444,0.68056,0.5,"++"
?,0.76389,0.5,"+"
?,0.51389,0.41667,"0"
0.589645454545,0.625,0.55556,"+"
0.30556,0.70833,0.5,"++"
0.803239166667,0.76389,0.5,"+"
0.375,0.76389,0.54167,"+"
0.72222,0.76389,0.5,"++"
0.72222,0.73611,0.5,"+"
0.80556,0.72222,0.5,"++"
0.63889,0.73611,0.5,"+"
0.69444,0.625,0.5,"+"
0.76389,0.80556,0.51389,"+"
0.619710952381,0.875,0.76389,"+"
0.57639,0.72222,0.5,"+"
0.66667,0.91667,0.66667,"++"
0.47685,0.90278,0.5,"+"
0.61111,0.73611,0.5,"+"
?,0.54167,0.45833,"0"
?,0.5,0.36111,"0"
0.700855384615,0.72222,0.5,"+"
0.428706,0.56944,0.5,"+"
0.6215275,0.81944,0.5,"+"
0.643518888889,0.69444,0.61111,"+"
0.539681428571,0.61111,0.36111,"+"
?,0.73611,0.5,"+"
0.697146944444,0.80556,0.5,"++"
0.84722,0.91667,0.5,"++"
0.86111,0.83333,0.5,"++"
0.530448461538,0.77778,0.5,"+"
0.68056,0.61111,0.5,"+"
0.782405333333,0.76389,0.5,"++"
0.79167,0.70833,0.5,"++"
0.61111,0.44444,0.34722,"-"
0.61111,0.65278,0.5,"+"
0.698717692308,0.75,0.5,"+"
0.91667,0.94444,0.5,"++"
0.36111,0.5,0.43056,"0"
0.75,0.76389,0.5,"+"
0.73457,0.88889,0.63889,"++"
0.76389,0.76389,0.51389,"+"
0.597222,0.73611,0.5,"0"
0.77778,0.77778,0.5,"+"
?,0.54167,0.5,"+"
?,0.61111,0.5,"0"
0.81944,0.76389,0.5,"+"
0.566921818182,0.73611,0.56944,"0"
0.51389,0.77778,0.48611,"+"
0.68056,0.76389,0.5,"+"
?,0.72222,0.5,"+"
0.807868333333,0.83333,0.79167,"++"
0.708332857143,0.73611,0.40278,"+"
0.829365714286,0.58333,0.36111,"+"
?,0.625,0.5,"0"
0.671295555556,0.5,0.36111,"+"
0.664140909091,0.70833,0.70833,"+"
0.69444,0.61111,0.5,"+"
0.63889,0.51389,0.5,"+"
0.69444,0.59722,0.5,"+"
0.63889,0.69444,0.5,"+"
0.72222,0.73611,0.5,"+"
0.736110666667,0.875,0.70833,"++"
?,0.66667,0.5,"+"
0.375,0.5,0.38889,"0"
0.83333,0.83333,0.68056,"++"
0.73611,0.76389,0.5,"+"
0.77778,0.77778,0.51389,"+"
0.91667,0.95833,0.5,"++"
0.69444,0.69444,0.5,"0"
0.36111,0.5,0.33333,"0"
0.538888,0.69444,0.58333,"++"
0.80556,0.80556,0.5,"+"
0.38889,0.48611,0.38889,"0"
0.75,0.75,0.5,"+"
0.625,0.80556,0.5,"+"
0.690476428571,0.66667,0.625,"+"
?,0.68056,0.5,"+"
0.709491666667,0.68056,0.5,"++"
0.75463,0.69444,0.5,"++"
0.641205,0.69444,0.66667,"++"
?,0.625,0.5,"+"
0.865741111111,0.90278,0.5,"++"
0.680556666667,0.80556,0.5,"+"
0.63889,0.68056,0.61111,"++"
?,0.5,0.44444,"0"
?,0.59722,0.5,"0"
0.670939230769,0.94444,0.86111,"++"
0.66667,0.58333,0.5,"+"
0.66667,0.66667,0.5,"+"
0.672837777778,0.72222,0.66667,"++"
0.69792,0.70833,0.44444,"0"
0.569445,0.72222,0.5,"+"
0.68056,0.625,0.5,"+"
0.72222,0.76389,0.51389,"+"
0.674605238095,0.73611,0.63889,"++"
0.718516,0.79167,0.34722,"+"
?,0.5,0.5,"0"
0.33333,0.5,0.27778,"-"
0.86111,0.80556,0.55556,"+"
0.63889,0.75,0.5,"+"
0.794448,0.90278,0.5,"++"
0.690655,0.81944,0.5,"++"
0.699496363636,0.80556,0.5,"++"
0.787036111111,0.88889,0.875,"++"
0.79167,0.80556,0.55556,"+"
0.83333,0.84722,0.5,"+"
0.80556,0.81944,0.5,"+"
?,0.69444,0.5,"0"
0.67647,0.875,0.51389,"++"
0.863892,1.0,0.80556,"++"
0.79167,0.73611,0.5,"++"
0.691175882353,0.83333,0.47222,"+"
0.497221333333,0.63889,0.61111,"0"
0.635801111111,0.69444,0.5,"+"
0.31944,0.5,0.31944,"-"
0.94444,0.72222,0.51389,"++"
0.72222,0.72222,0.5,"+"
0.79167,0.80556,0.5,"++"
0.799385555556,0.88889,0.51389,"++"
0.436505714286,0.51389,0.5,"+"
0.88889,0.65278,0.5,"+"
0.625,0.72222,0.5,"+"
0.68056,0.68056,0.5,"++"
0.70486,0.73611,0.5,"+"
0.63889,0.63889,0.5,"++"
0.729632666667,0.80556,0.63889,"++"
0.65278,0.69444,0.5,"+"
0.678920588235,0.61111,0.5,"+"
0.83333,0.77778,0.47222,"+"
0.83333,0.61111,0.5,"+"
0.656565454545,0.83333,0.5,"++"
0.710528947368,0.81944,0.80556,"++"
0.625,0.625,0.5,"0"
0.73611,0.68056,0.5,"+"
0.784725,0.80556,0.55556,"+"
?,0.5,0.5,"0"
0.41919,0.65278,0.59722,"0"
0.76389,0.72222,0.51389,"++"
?,0.66667,0.5,"++"
0.80556,0.625,0.5,"+"
0.683822941176,0.80556,0.5,"++"
0.7673575,0.84722,0.5,"+"
0.81944,0.77778,0.5,"++"
0.88889,0.93056,0.5,"++"
0.734125714286,0.76389,0.69444,"++"
0.6909725,0.86111,0.5,"+"
0.73611,0.83333,0.5,"++"
0.81944,0.70833,0.5,"+"
0.727780666667,0.80556,0.63889,"+"
0.720958181818,0.79167,0.44444,"++"
0.52083,0.625,0.41667,"+"
0.656864117647,0.77778,0.38889,"+"
0.680556,0.54167,0.5,"+"
0.75,0.72222,0.5,"+"
0.65278,0.65278,0.5,"+"
0.597222857143,0.93056,0.44444,"++"
0.820987777778,0.84722,0.38889,"++"
0.828284545455,0.86111,0.66667,"++"
0.722222,0.83333,0.5,"+"
0.649124736842,0.68056,0.5,"++"
0.796716363636,0.81944,0.5,"+"
?,0.68056,0.48611,"+"
0.86111,0.875,0.5,"+"
0.76389,0.70833,0.5,"++"
?,0.72222,0.5,"+"
0.81944,0.68056,0.5,"+"
0.842591111111,0.83333,0.52778,"++"
0.81944,0.75,0.5,"+"
0.739585,0.76389,0.40278,"+"
0.77778,0.81944,0.5,"+"
0.083333,0.51389,0.5,"0"
0.681820454545,0.76389,0.5,"++"
0.69444,0.83333,0.5,"+"
0.81944,0.81944,0.65278,"+"
0.61111,0.5,0.15278,"--"
0.877925789474,0.81944,0.5,"++"
0.861107,0.84722,0.81944,"++"
0.26389,0.58333,0.44444,"-"
0.723146,0.80556,0.5,"++"
0.725528571429,0.84722,0.77778,"++"
0.679565,0.68056,0.625,"+"
0.84722,0.77778,0.5,"++"
?,0.625,0.5,"+"
0.83333,0.88889,0.5,"++"
0.709876666667,0.56944,0.55556,"+"
0.8263875,0.90278,0.38889,"+"
0.4866648,0.5,0.31944,"0"
?,0.58333,0.51389,"+"
0.542734615385,0.625,0.38889,"+"
0.875,0.83333,0.5,"++"
0.73611,0.73611,0.70833,"++"
0.66667,0.88889,0.5,"+"
0.671293333333,0.83333,0.34722,"+"
0.61111,0.66667,0.5,"+"
0.688271111111,0.77778,0.61111,"++"
0.695706818182,0.79167,0.61111,"++"
0.591668,0.5,0.47222,"0"
0.625,0.68056,0.55556,"+"
0.694448,0.77778,0.5,"+"
0.729938888889,0.72222,0.5,"+"
?,0.5,0.48611,"0"
0.3194425,0.76389,0.5,"+"
0.61574,0.72222,0.5,"+"
?,0.5,0.43056,"-"
0.77778,0.88889,0.5,"+"
0.61111,0.75,0.5,"+"
0.47222,0.61111,0.5,"+"
0.69444,0.79167,0.55556,"+"
0.68056,0.68056,0.5,"+"
0.72222,0.77778,0.5,"++"
0.33333,0.5,0.48611,"0"
0.527779375,0.65278,0.44444,"+"
?,0.72222,0.5,"+"
?,0.63889,0.5,"0"
0.61111,0.61111,0.47222,"+"
0.65278,0.72222,0.625,"++"
0.72222,0.72222,0.54167,"+"
0.256410769231,0.61111,0.5,"+"
0.638890769231,0.68056,0.5,"+"
0.94444,0.94444,0.5,"++"
0.38889,0.68056,0.5,"-"
0.73611,0.81944,0.5,"++"
0.51111,0.86111,0.36111,"+"
0.699077222222,0.875,0.61111,"++"
0.694444,0.77778,0.5,"+"
0.618055,0.69444,0.59722,"0"
0.63889,0.73611,0.63889,"+"
?,0.5,0.5,"0"
0.61111,0.68056,0.5,"+"
0.490741111111,0.58333,0.36111,"+"
0.61111,0.61111,0.54167,"+"
0.97222,0.56944,0.5,"+"
0.688131818182,0.88889,0.5,"++"
0.65278,0.76389,0.5,"+"
0.759263333333,0.88889,0.66667,"+"
0.73016,0.76389,0.5,"+"
0.68056,0.70833,0.5,"0"
0.61111,0.70833,0.5,"++"
0.20833,0.5,0.25,"+"
0.34722,0.52778,0.5,"0"
0.6814225,0.75,0.65278,"++"
0.699402857143,0.77778,0.5,"++"
0.729165,0.91667,0.72222,"+"
0.73611,0.73611,0.5,"+"
0.79167,0.81944,0.5,"++"
0.694442,0.83333,0.5,"+"
0.88889,0.86111,0.5,"++"
0.378206923077,0.68056,0.5,"+"
0.70833,0.70833,0.5,"+"
?,0.5,0.19444,"--"
0.84722,0.84722,0.5,"+"
0.30093,0.79167,0.5,"+"
0.63426,0.68056,0.54167,"+"
0.73611,0.73611,0.66667,"++"
0.86111,0.70833,0.5,"++"
0.714503333333,0.79167,0.5,"++"
0.58796,0.94444,0.5,"++"
0.66667,0.73611,0.5,"+"
0.729165,0.68056,0.5,"+"
0.75,0.66667,0.40278,"+"
0.685188333333,0.80556,0.54167,"+"
?,0.52778,0.5,"0"
0.696297333333,0.77778,0.625,"+"
0.80556,0.66667,0.5,"++"
0.80556,0.90278,0.5,"++"
0.75,0.84722,0.5,"+"
0.72222,0.75,0.5,"+"
0.88889,0.84722,0.31944,"++"
0.713380909091,0.77778,0.5,"+"
0.798609166667,0.77778,0.5,"+"
0.719019230769,0.56944,0.54167,"+"
0.449073333333,0.69444,0.5,"0"
0.816995294118,0.75,0.5,"+"
?,0.5,0.5,"0"
?,0.52778,0.5,"+"
0.694446666667,0.80556,0.5,"+"
0.694444210526,0.70833,0.69444,"+"
0.61111,0.625,0.5,"0"
0.827932222222,0.86111,0.5,"++"
0.79167,0.88889,0.5,"++"
0.72222,0.65278,0.5,"+"
0.689815714286,0.81944,0.80556,"++"
0.61111,0.61111,0.5,"+"
0.467593333333,0.83333,0.5,"++"
0.75,0.625,0.5,"+"
0.76852,0.83333,0.5,"++"
0.630952857143,0.625,0.5,"0"
0.81944,0.81944,0.5,"++"
0.719444,0.93056,0.58333,"++"
0.70833,0.83333,0.44444,"++"
0.631941666667,0.52778,0.5,"++"
0.743589230769,0.93056,0.56944,"++"
0.810186666667,0.83333,0.5,"++"
0.964506666667,0.86111,0.55556,"++"
0.73611,0.77778,0.5,"+"
0.7037,0.77778,0.5,"++"
0.690475714286,0.77778,0.5,"+"
0.689542941176,0.75,0.5,"+"
0.88889,0.875,0.54167,"++"
?,0.55556,0.5,"0"
0.81944,0.68056,0.61111,"++"
0.712502,0.88889,0.30556,"0"
0.677778,0.75,0.5,"+"
0.842591111111,0.72222,0.72222,"+"
0.801467058824,0.81944,0.5,"++"
0.72222,0.83333,0.41667,"+"
0.68056,0.75,0.5,"++"
0.61111,0.59722,0.5,"++"
?,0.76389,0.5,"+"
0.71487,0.68056,0.5,"+"
0.708335555556,0.65278,0.54167,"0"
0.30556,0.5,0.43056,"0"
0.692461428571,0.80556,0.5,"+"
0.83333,0.77778,0.5,"++"
0.719443,0.86111,0.69444,"++"
0.712963333333,0.83333,0.61111,"+"
0.75,0.75,0.55556,"+"
0.794751111111,0.875,0.625,"++"
0.484375,0.55556,0.34722,"+"
0.47037,0.72222,0.5,"0"
0.72742875,0.77778,0.5,"++"
0.61574,0.76389,0.5,"+"
0.79167,0.79167,0.55556,"++"
0.666663333333,0.61111,0.52778,"+"
0.63889,0.63889,0.5,"0"
0.932097777778,0.86111,0.34722,"++"
0.61111,0.61111,0.54167,"0"
