%Automatically built ARFF-file
%Feature sets: ['max_sentiment', 'min_sentiment']
@RELATION sentiment

@ATTRIBUTE max_sentiment NUMERIC
@ATTRIBUTE min_sentiment NUMERIC
@ATTRIBUTE sentiment {0,1,2,3,4}

@DATA
3.38888,2.0,4
3.61112,2.0,4
3.38888,2.0,4
3.66668,1.27776,3
3.44444,1.55556,4
2.94444,2.0,3
3.16668,1.77776,4
3.44444,2.0,3
3.5,1.77776,3
3.33332,1.94444,3
2.88888,1.55556,4
3.88888,2.0,4
2.5,1.66668,3
3.55556,2.0,4
2.0,1.77776,3
2.0,1.55556,3
3.55556,2.0,3
2.72224,1.55556,3
2.88888,1.27776,4
3.22224,2.0,4
3.88888,2.0,4
2.5,2.0,3
3.0,0.44444,1
2.22224,0.44444,2
3.27776,1.83332,3
2.0,1.94444,2
2.55556,2.0,4
2.33332,1.55556,3
3.33332,1.83332,4
3.61112,1.66668,4
2.77776,1.61112,3
3.5,1.72224,4
2.0,2.0,3
3.16668,1.27776,4
3.5,0.5,2
3.11112,1.16668,3
2.44444,1.5,3
3.55556,1.27776,3
2.88888,1.55556,4
2.38888,1.61112,1
2.05556,1.77776,2
2.11112,0.88888,3
2.66668,1.94444,3
2.22224,2.0,4
2.0,1.83332,2
3.88888,1.11112,3
2.88888,1.27776,3
2.88888,1.66668,3
3.11112,1.5,3
2.94444,1.94444,3
2.66668,1.88888,3
3.55556,1.94444,4
2.0,0.44444,2
3.5,1.66668,4
2.22224,1.94444,2
2.94444,2.0,3
2.11112,1.88888,3
3.44444,1.77776,4
2.66668,0.88888,2
2.44444,0.88888,3
2.38888,1.94444,3
3.11112,2.0,3
3.16668,0.88888,3
2.66668,2.0,2
2.22224,1.38888,4
3.55556,1.33332,3
3.27776,1.94444,3
3.55556,1.88888,4
2.11112,1.27776,3
3.38888,0.66668,3
2.72224,1.33332,0
2.66668,2.0,3
2.61112,1.27776,3
3.22224,2.0,3
2.5,1.27776,2
2.5,1.27776,3
3.55556,0.88888,3
2.77776,1.27776,2
3.11112,1.38888,3
2.94444,1.16668,4
2.66668,1.16668,3
2.55556,1.61112,4
2.44444,1.0,2
2.22224,1.38888,2
3.16668,1.88888,4
2.44444,1.16668,3
2.05556,1.33332,3
2.38888,1.5,1
3.33332,1.27776,4
2.55556,1.05556,3
3.55556,2.0,3
2.72224,1.55556,2
1.77776,1.77776,1
2.22224,1.77776,3
3.77776,0.88888,3
2.66668,1.77776,3
3.5,1.77776,4
3.33332,1.88888,3
2.61112,1.94444,3
2.38888,1.66668,2
3.61112,2.0,4
3.55556,1.11112,3
2.22224,1.77776,3
3.33332,1.83332,3
3.33332,1.27776,4
3.27776,1.38888,3
3.5,1.0,3
2.38888,1.88888,3
2.33332,1.83332,2
3.61112,0.55556,2
3.55556,0.44444,2
3.38888,1.5,4
3.11112,1.16668,4
3.27776,0.72224,3
3.27776,1.66668,4
2.66668,1.61112,3
2.44444,1.77776,1
2.88888,1.33332,3
3.33332,1.77776,1
2.66668,1.55556,3
3.5,1.55556,3
2.22224,1.83332,4
3.38888,1.83332,4
3.27776,1.94444,4
3.38888,2.0,3
2.72224,0.5,3
3.44444,1.55556,3
3.33332,1.77776,3
2.94444,1.16668,2
3.11112,1.44444,3
2.88888,0.88888,2
3.27776,1.61112,2
3.05556,1.88888,4
3.22224,1.11112,4
2.44444,1.94444,3
3.22224,1.61112,2
3.11112,2.0,4
2.88888,2.0,3
2.66668,1.38888,2
3.5,1.44444,4
2.61112,1.61112,1
3.22224,1.83332,4
3.66668,2.0,3
2.55556,1.55556,1
3.27776,1.27776,2
3.11112,1.61112,3
2.83332,1.88888,2
3.33332,1.88888,3
3.22224,1.16668,4
2.61112,1.66668,3
3.27776,1.94444,4
3.55556,1.22224,4
2.88888,1.44444,3
4.0,1.5,2
2.83332,2.0,3
2.66668,2.0,4
3.61112,1.66668,2
2.16668,1.33332,3
2.33332,1.66668,1
3.05556,1.77776,4
2.83332,1.55556,4
3.5,2.0,4
3.77776,1.38888,4
2.44444,0.88888,2
3.11112,1.83332,4
3.5,1.44444,3
3.38888,1.77776,3
2.55556,0.72224,3
3.38888,1.27776,4
3.44444,1.61112,2
2.11112,0.61112,3
2.66668,1.33332,3
2.22224,1.05556,3
2.11112,1.66668,2
2.83332,1.77776,3
3.61112,1.88888,3
3.66668,2.0,4
2.22224,1.22224,4
3.66668,2.0,4
2.94444,1.61112,2
2.55556,1.88888,3
3.11112,1.0,3
2.22224,1.55556,4
2.88888,2.0,4
3.11112,1.77776,4
3.11112,1.44444,1
2.61112,1.11112,2
3.55556,1.66668,3
3.27776,1.88888,3
2.72224,1.55556,2
3.27776,1.72224,4
2.66668,1.55556,3
2.72224,1.94444,4
3.0,0.61112,3
3.16668,1.88888,4
2.38888,1.55556,3
3.22224,2.0,4
2.11112,0.44444,2
2.88888,1.66668,4
2.66668,1.77776,3
3.11112,1.66668,3
2.55556,1.83332,2
2.83332,1.44444,3
3.38888,1.27776,3
2.44444,1.66668,1
2.5,1.72224,2
2.22224,1.33332,1
2.22224,1.94444,3
3.27776,1.55556,2
3.38888,1.11112,3
3.16668,1.11112,2
3.11112,1.55556,3
2.77776,1.94444,3
3.27776,1.27776,3
3.05556,1.94444,4
2.55556,1.66668,4
2.27776,2.0,3
3.0,1.16668,3
2.5,1.55556,3
3.5,0.66668,3
3.33332,1.72224,4
2.61112,2.0,4
2.88888,0.72224,3
3.5,1.94444,4
3.55556,1.72224,3
3.33332,1.0,3
2.77776,1.27776,1
2.94444,1.11112,3
2.94444,1.5,3
2.55556,0.94444,3
3.61112,1.55556,4
2.83332,2.0,3
2.94444,1.55556,3
3.27776,1.27776,2
2.77776,2.0,3
2.33332,1.83332,2
2.88888,1.66668,3
2.83332,1.55556,3
2.22224,1.72224,2
3.77776,1.27776,1
2.88888,0.5,3
2.94444,1.66668,3
2.11112,2.0,3
2.88888,2.0,4
2.22224,1.05556,3
2.66668,1.77776,3
2.33332,1.5,2
3.33332,1.61112,4
3.05556,0.88888,3
3.0,1.61112,3
3.05556,1.88888,2
2.66668,1.55556,2
2.83332,1.16668,1
2.83332,1.44444,0
3.61112,1.16668,4
3.33332,1.77776,3
3.05556,2.0,4
3.33332,1.27776,3
2.44444,1.61112,2
2.72224,2.0,3
2.88888,1.33332,4
2.72224,2.0,3
2.83332,1.94444,3
3.55556,1.72224,3
3.83332,2.0,3
3.33332,1.83332,4
2.72224,1.16668,2
3.11112,1.77776,4
2.16668,1.38888,3
2.77776,1.38888,3
2.55556,1.11112,2
2.88888,1.77776,3
2.55556,1.44444,3
2.11112,1.77776,2
2.66668,1.55556,3
2.33332,2.0,3
3.16668,1.94444,4
3.27776,1.11112,4
2.55556,2.0,4
2.44444,1.0,2
3.66668,2.0,4
3.55556,1.5,4
3.0,1.77776,4
3.0,1.94444,3
2.33332,0.66668,1
2.11112,1.88888,2
2.94444,1.38888,3
3.22224,1.94444,2
2.66668,1.27776,4
2.94444,1.44444,3
2.0,1.16668,3
2.55556,0.88888,3
3.33332,1.77776,3
2.61112,1.66668,3
3.61112,1.88888,4
3.27776,1.94444,3
3.61112,1.94444,4
2.94444,1.22224,4
2.83332,1.33332,4
3.55556,1.72224,3
2.44444,2.0,2
2.66668,1.5,3
3.55556,1.83332,4
2.72224,1.0,1
2.22224,1.55556,2
2.77776,1.55556,2
3.22224,1.88888,4
3.33332,1.77776,3
3.33332,1.66668,3
3.61112,2.0,4
2.44444,1.77776,3
2.44444,1.5,3
2.11112,1.27776,4
2.0,1.94444,2
3.61112,1.77776,3
2.11112,1.61112,1
2.61112,0.5,1
3.5,1.55556,2
2.66668,0.77776,3
3.61112,1.72224,2
3.0,1.83332,4
2.11112,1.27776,3
2.94444,0.72224,4
3.11112,1.77776,3
2.61112,0.88888,3
2.55556,1.61112,3
3.5,1.88888,4
2.22224,1.83332,3
3.05556,2.0,4
3.11112,1.94444,4
3.55556,1.38888,4
2.27776,1.38888,1
2.11112,0.72224,2
2.88888,2.0,4
3.22224,1.77776,3
3.55556,1.33332,4
3.33332,1.05556,2
3.22224,1.83332,4
3.44444,1.66668,3
3.27776,1.55556,4
3.0,1.77776,4
3.61112,2.0,3
3.5,1.94444,4
2.55556,0.88888,2
3.27776,1.66668,3
2.72224,1.55556,3
3.22224,1.55556,3
3.11112,0.5,3
3.0,0.88888,2
2.16668,1.5,1
2.66668,1.55556,4
2.83332,1.55556,3
3.05556,1.55556,2
3.16668,1.33332,3
3.22224,0.222224,3
2.61112,1.55556,2
2.88888,1.38888,3
3.22224,1.94444,4
2.77776,0.88888,3
3.0,2.0,4
3.27776,2.0,4
3.0,1.94444,3
3.27776,1.66668,4
2.38888,1.88888,1
2.16668,1.55556,1
2.0,1.66668,2
2.0,2.0,2
3.11112,2.0,3
3.55556,0.94444,3
2.66668,1.72224,3
2.88888,1.16668,3
3.27776,1.77776,3
2.11112,1.55556,3
3.11112,2.0,4
2.72224,0.66668,3
2.55556,2.0,3
2.66668,1.11112,2
2.11112,0.111112,3
3.27776,1.83332,3
2.66668,1.55556,2
3.11112,1.77776,2
3.22224,2.0,3
3.27776,1.66668,4
2.11112,1.55556,3
3.66668,0.94444,4
3.11112,1.5,3
2.22224,1.94444,3
3.33332,1.5,2
3.33332,1.83332,3
3.27776,1.5,3
2.11112,2.0,3
3.33332,1.83332,3
3.94444,1.55556,4
3.88888,1.27776,2
2.44444,1.05556,3
3.55556,1.94444,4
3.5,1.94444,4
3.5,1.5,3
3.0,0.77776,4
3.27776,2.0,4
2.5,0.77776,2
2.88888,1.94444,3
2.94444,1.33332,3
2.55556,2.0,3
3.27776,2.0,3
3.11112,1.83332,3
3.27776,2.0,3
3.44444,1.38888,4
3.27776,1.11112,3
3.22224,1.55556,4
2.94444,1.16668,3
3.11112,1.44444,3
2.88888,1.16668,3
3.66668,2.0,3
3.55556,1.16668,2
2.66668,1.83332,3
3.33332,1.44444,4
2.44444,1.88888,3
2.22224,2.0,2
2.72224,1.83332,3
3.0,0.83332,2
3.22224,0.94444,3
2.88888,1.5,4
3.55556,2.0,4
2.5,1.16668,4
2.66668,2.0,3
3.05556,1.27776,4
2.77776,1.44444,3
2.77776,2.0,4
3.27776,1.94444,4
3.22224,1.83332,4
3.22224,1.5,3
3.5,1.27776,3
2.44444,1.38888,1
3.11112,1.88888,3
3.27776,1.16668,3
2.16668,1.16668,3
3.05556,2.0,4
3.55556,1.55556,3
3.05556,1.72224,3
3.27776,2.0,3
3.55556,1.22224,4
2.16668,2.0,4
3.38888,1.27776,3
3.33332,1.88888,2
3.27776,2.0,3
3.33332,1.83332,3
3.27776,1.94444,4
3.27776,1.05556,3
3.55556,1.66668,2
2.72224,1.66668,3
2.61112,1.0,3
2.66668,1.94444,4
2.88888,1.94444,4
2.66668,1.5,3
3.0,1.33332,3
3.61112,1.94444,4
3.38888,1.94444,4
2.66668,1.77776,2
2.0,1.5,3
3.55556,1.83332,4
3.5,1.88888,3
2.72224,1.94444,2
2.11112,0.94444,2
3.33332,1.66668,3
3.5,0.72224,2
2.55556,2.0,4
3.16668,1.5,3
2.33332,1.72224,2
3.11112,2.0,4
2.16668,1.38888,3
3.33332,1.33332,1
2.55556,1.5,4
2.33332,1.38888,3
3.33332,1.77776,4
3.16668,1.33332,3
2.77776,1.55556,2
3.55556,2.0,3
3.66668,1.83332,3
3.22224,2.0,4
3.22224,1.94444,4
2.94444,1.5,2
3.27776,1.33332,3
3.33332,1.94444,3
2.44444,0.88888,3
2.61112,0.72224,3
2.44444,1.94444,3
2.61112,1.88888,4
2.27776,1.55556,3
2.83332,1.27776,4
2.88888,1.77776,4
3.27776,1.88888,4
2.94444,1.55556,4
2.77776,1.27776,1
2.94444,1.44444,4
3.5,2.0,4
3.55556,1.55556,3
2.61112,1.38888,3
2.88888,1.83332,3
3.16668,1.55556,3
2.77776,1.88888,3
2.11112,0.77776,3
2.61112,2.0,4
2.55556,1.5,4
3.16668,2.0,4
2.61112,1.0,3
2.44444,1.27776,2
2.11112,2.0,2
2.88888,1.77776,3
3.55556,1.88888,4
3.05556,1.66668,2
3.16668,0.72224,2
3.55556,0.61112,3
2.94444,1.5,3
2.66668,1.77776,3
2.66668,1.94444,3
3.61112,1.94444,4
3.55556,1.05556,3
2.55556,2.0,3
3.55556,1.77776,3
2.83332,2.0,3
2.22224,1.72224,3
3.16668,1.27776,2
3.11112,1.5,4
3.5,2.0,3
3.38888,1.66668,3
2.44444,1.11112,3
3.5,1.44444,3
3.11112,1.77776,3
2.55556,1.44444,3
2.77776,1.38888,3
2.83332,1.55556,3
3.0,1.61112,3
3.11112,1.05556,2
3.22224,2.0,4
3.77776,1.66668,3
2.11112,2.0,2
2.22224,2.0,3
2.22224,1.66668,3
2.94444,1.94444,3
3.55556,1.72224,3
3.66668,1.61112,3
3.55556,1.11112,3
2.5,1.33332,4
3.27776,0.88888,3
3.22224,1.88888,4
2.94444,1.66668,3
2.16668,1.5,4
3.55556,1.5,4
2.22224,1.66668,1
2.72224,1.61112,4
3.33332,1.72224,3
3.55556,1.72224,4
2.94444,1.44444,2
3.61112,0.72224,2
2.33332,1.55556,2
3.88888,1.44444,4
3.11112,0.66668,3
2.45832,1.38888,3
3.27776,1.05556,3
3.44444,1.33332,2
3.5,1.94444,4
3.5,1.61112,4
2.38888,0.88888,3
3.22224,0.83332,3
3.55556,1.77776,4
3.61112,1.66668,3
2.88888,1.55556,4
2.27776,1.66668,4
2.72224,1.27776,2
3.11112,1.88888,3
3.55556,1.88888,3
2.11112,1.88888,4
3.22224,1.61112,3
3.33332,1.94444,4
2.61112,0.88888,4
2.94444,1.27776,3
3.55556,1.16668,2
3.05556,2.0,4
3.5,1.72224,4
3.38888,1.77776,4
3.27776,2.0,3
2.72224,1.88888,2
2.5,2.0,1
3.0,1.72224,2
2.55556,1.5,3
3.27776,1.94444,3
3.11112,1.55556,4
2.11112,1.66668,3
3.05556,1.66668,3
2.88888,1.11112,3
3.22224,1.27776,2
2.83332,0.83332,3
2.66668,2.0,3
2.22224,1.55556,4
3.55556,1.77776,3
3.55556,2.0,3
3.61112,2.0,3
3.27776,2.0,4
3.5,1.5,2
2.38888,1.16668,2
3.11112,1.16668,3
3.27776,1.55556,3
2.66668,2.0,2
2.05556,1.55556,3
3.27776,2.0,3
3.22224,1.44444,2
3.11112,1.55556,4
2.77776,1.66668,3
2.94444,2.0,2
3.27776,1.44444,3
3.11112,0.66668,4
2.55556,1.66668,2
2.16668,1.61112,2
2.5,1.66668,3
2.66668,0.66668,3
3.11112,0.83332,3
2.94444,0.66668,4
3.16668,1.77776,2
2.66668,1.88888,4
2.66668,1.16668,2
3.11112,1.88888,4
2.88888,2.0,4
3.44444,0.77776,4
3.27776,1.55556,4
3.22224,2.0,4
2.27776,0.94444,2
3.61112,1.94444,4
3.61112,1.83332,4
3.61112,1.38888,1
3.33332,1.33332,4
2.55556,1.72224,3
3.33332,1.77776,4
2.83332,1.55556,4
3.27776,1.94444,4
3.55556,0.5,3
3.22224,1.05556,4
2.0,1.27776,3
2.27776,1.11112,3
3.0,1.38888,4
2.33332,1.55556,2
2.72224,2.0,3
3.22224,1.38888,4
3.0,1.5,3
3.22224,1.5,3
3.11112,1.83332,3
2.94444,1.33332,4
3.33332,1.88888,3
3.11112,0.94444,4
3.27776,1.55556,4
3.22224,1.5,4
2.72224,1.44444,2
2.5,1.55556,3
2.83332,1.72224,3
3.61112,1.11112,2
2.88888,2.0,4
3.11112,1.16668,2
3.61112,1.83332,3
3.61112,2.0,3
3.61112,1.27776,2
2.33332,1.22224,1
3.0,1.11112,3
2.38888,1.66668,3
3.27776,0.94444,3
3.55556,1.55556,3
3.44444,1.94444,3
2.66668,0.61112,2
3.55556,1.66668,4
2.72224,2.0,4
2.38888,0.44444,3
3.55556,2.0,4
2.83332,0.77776,1
2.77776,1.88888,4
2.83332,1.94444,4
2.61112,2.0,2
2.0,1.88888,2
3.11112,2.0,3
3.22224,1.5,4
3.33332,1.27776,3
2.55556,1.94444,3
2.38888,0.83332,3
2.27776,0.94444,3
2.88888,2.0,3
2.88888,1.38888,3
3.11112,1.16668,4
2.83332,0.72224,4
3.22224,1.11112,3
3.22224,1.0,4
2.94444,1.27776,3
2.88888,1.61112,3
3.38888,2.0,4
3.55556,2.0,4
3.33332,2.0,3
3.22224,2.0,4
3.27776,1.27776,3
3.5,1.22224,4
2.44444,1.55556,3
3.11112,1.55556,3
3.0,1.66668,1
3.44444,1.38888,3
2.44444,1.05556,3
2.05556,1.94444,3
2.11112,1.27776,2
3.5,1.77776,2
2.11112,1.27776,0
2.33332,2.0,3
2.11112,0.88888,3
2.66668,2.0,2
3.88888,1.83332,4
3.38888,1.44444,3
2.33332,1.5,3
3.55556,1.05556,4
3.11112,2.0,3
3.5,1.38888,3
3.27776,0.166668,2
3.22224,1.33332,4
2.88888,1.61112,4
3.55556,1.875,4
2.0,2.0,2
3.55556,1.94444,3
2.66668,1.55556,2
2.72224,1.77776,3
2.05556,1.94444,3
2.44444,2.0,3
3.11112,1.77776,3
2.88888,2.0,3
2.55556,1.27776,3
2.88888,1.88888,4
3.0,0.44444,4
2.66668,1.55556,2
2.61112,1.88888,3
3.33332,0.72224,2
3.11112,1.72224,4
3.22224,2.0,4
3.55556,1.72224,2
2.11112,0.44444,1
2.61112,1.44444,3
2.38888,1.33332,1
2.27776,1.61112,2
3.44444,1.05556,4
2.22224,1.16668,2
2.44444,1.88888,3
2.88888,2.0,4
3.5,2.0,3
3.55556,1.72224,4
3.55556,1.72224,4
2.88888,1.11112,3
3.44444,1.38888,4
2.83332,1.27776,3
2.38888,1.27776,1
2.94444,1.83332,3
3.11112,1.83332,3
3.0,1.27776,4
3.44444,1.11112,4
2.22224,2.11112,2
2.38888,1.55556,2
3.0,0.61112,3
2.72224,2.0,4
2.61112,1.27776,4
2.83332,1.77776,3
3.0,0.5,1
3.11112,1.77776,4
2.61112,1.55556,3
2.55556,0.72224,3
2.88888,2.0,3
2.44444,1.72224,3
3.27776,1.05556,3
3.22224,2.0,4
3.0,1.94444,3
3.61112,2.0,3
3.11112,1.66668,3
3.5,1.88888,4
3.55556,1.55556,4
3.77776,2.0,4
3.55556,1.72224,3
2.94444,1.77776,3
2.22224,1.77776,3
2.61112,2.0,3
3.66668,1.27776,4
3.55556,1.55556,4
2.33332,1.22224,3
3.16668,1.55556,4
3.33332,1.55556,3
3.5,1.27776,2
2.83332,1.11112,2
3.27776,1.72224,4
3.5,1.22224,4
2.44444,1.55556,4
2.83332,1.38888,1
2.88888,1.55556,1
2.83332,1.33332,4
2.11112,1.27776,1
2.11112,1.94444,3
4.0,1.83332,3
3.44444,0.66668,4
2.5,1.38888,2
3.44444,0.66668,4
2.66668,1.83332,4
3.16668,1.55556,3
3.22224,1.77776,4
2.5,1.44444,1
2.16668,1.05556,2
2.33332,1.55556,2
2.27776,1.94444,4
2.44444,1.5,3
3.77776,1.72224,3
2.83332,1.77776,2
2.72224,1.83332,3
2.61112,1.72224,2
3.22224,1.83332,3
3.55556,1.5,2
2.44444,2.0,3
3.55556,1.55556,3
3.33332,1.77776,3
3.22224,1.16668,3
3.55556,1.44444,3
2.55556,2.0,3
3.27776,0.66668,4
2.88888,0.77776,3
3.61112,2.0,4
3.16668,1.77776,4
2.44444,1.55556,2
3.16668,1.55556,3
3.55556,1.77776,3
2.66668,1.27776,2
2.33332,2.0,2
3.27776,1.66668,3
3.44444,1.27776,3
3.5,0.83332,4
3.61112,1.55556,4
2.72224,1.55556,4
3.38888,1.55556,3
3.22224,2.0,4
3.33332,1.11112,0
3.33332,2.0,3
3.11112,1.66668,4
2.72224,1.83332,3
3.22224,1.27776,4
2.83332,1.11112,4
3.11112,1.16668,3
3.11112,1.77776,4
2.22224,1.22224,3
3.38888,1.88888,3
2.61112,1.77776,4
3.61112,2.0,3
3.05556,1.5,3
2.88888,1.55556,3
3.11112,1.27776,2
3.27776,1.55556,4
2.94444,1.72224,3
2.66668,1.44444,2
3.11112,1.72224,4
3.44444,1.5,4
3.44444,1.83332,4
2.5,2.0,3
2.05556,1.94444,2
2.88888,2.0,3
2.22224,1.94444,3
3.27776,1.72224,3
2.83332,0.222224,2
-1,5,2
3.22224,1.38888,2
2.94444,2.0,3
3.61112,2.0,4
3.44444,1.94444,4
2.33332,1.72224,3
3.55556,1.83332,3
3.27776,2.0,3
2.38888,1.94444,3
2.88888,1.33332,3
3.44444,0.66668,3
2.61112,2.0,3
2.88888,1.27776,3
3.5,1.33332,3
3.11112,1.94444,4
3.61112,0.88888,3
3.11112,1.77776,3
2.88888,1.77776,3
3.11112,1.27776,3
3.38888,2.0,3
2.61112,1.55556,4
2.05556,2.0,3
2.83332,1.44444,3
2.94444,1.55556,4
3.11112,0.66668,2
2.38888,2.0,3
2.77776,1.27776,3
3.0,1.77776,4
3.05556,2.0,4
3.38888,2.0,4
2.77776,1.16668,1
2.55556,2.0,2
2.55556,1.44444,2
2.66668,1.94444,3
2.66668,1.88888,3
3.11112,1.94444,4
3.55556,1.72224,3
3.27776,1.77776,3
2.5,1.77776,3
3.5,1.88888,3
2.38888,1.66668,4
2.22224,1.0,3
2.22224,1.83332,1
2.11112,1.38888,3
2.33332,1.88888,3
1.94444,1.94444,2
3.11112,1.55556,3
3.44444,1.94444,4
2.83332,1.77776,4
3.0,1.16668,1
2.94444,1.61112,3
2.22224,2.0,2
2.61112,1.72224,4
3.61112,0.88888,3
2.61112,1.94444,4
2.38888,1.61112,3
2.66668,0.88888,3
3.16668,2.0,4
3.33332,1.66668,3
3.05556,1.5,2
3.5,1.11112,4
2.61112,1.55556,3
3.77776,1.61112,2
3.55556,1.83332,3
3.33332,1.66668,4
3.55556,1.83332,3
3.33332,1.77776,1
2.88888,2.0,4
3.88888,1.11112,3
3.27776,1.05556,3
3.16668,1.33332,1
2.44444,2.0,3
2.44444,1.94444,4
2.33332,1.77776,2
3.38888,1.94444,3
3.77776,1.16668,3
3.11112,2.0,4
2.44444,1.27776,3
3.0,1.22224,3
2.77776,1.5,2
3.38888,1.55556,3
3.16668,2.0,2
3.0,1.27776,3
3.33332,2.0,4
3.27776,1.11112,2
3.22224,1.88888,3
3.11112,1.83332,3
2.44444,1.83332,1
3.11112,2.0,3
3.16668,1.83332,2
3.33332,1.55556,4
2.66668,1.77776,3
3.55556,2.0,4
2.38888,1.55556,3
2.33332,1.72224,3
3.55556,0.83332,3
2.5,2.0,1
2.11112,1.77776,2
3.11112,1.77776,1
2.27776,1.44444,2
3.11112,1.55556,4
3.61112,1.33332,3
3.22224,1.77776,3
2.0,2.0,2
3.55556,1.77776,4
2.61112,2.0,3
3.22224,0.44444,0
3.55556,0.66668,3
2.61112,2.0,4
2.16668,1.5,1
2.44444,1.27776,2
2.55556,1.5,3
3.0,0.88888,3
3.11112,1.66668,3
3.33332,1.5,3
2.5,1.88888,3
3.11112,1.16668,3
2.88888,1.44444,4
3.11112,1.94444,3
3.11112,2.0,4
3.55556,2.0,4
3.27776,1.66668,4
3.11112,1.27776,2
3.66668,1.44444,4
2.55556,2.0,4
4.0,1.77776,4
2.44444,1.66668,1
2.22224,2.0,2
3.0,2.0,4
3.38888,1.77776,3
3.61112,1.0,3
3.0,1.44444,3
3.16668,2.0,3
3.11112,1.77776,3
2.5,1.94444,3
3.0,1.16668,3
3.61112,1.11112,4
3.33332,1.27776,3
2.44444,1.88888,3
2.27776,1.88888,1
3.55556,1.33332,2
2.44444,1.55556,2
2.44444,1.88888,2
2.05556,0.83332,1
2.55556,1.11112,3
2.55556,1.83332,3
3.22224,1.5,4
2.0,2.0,2
3.55556,1.55556,2
2.22224,1.55556,3
3.55556,2.0,4
2.88888,1.33332,4
3.27776,2.0,4
2.88888,1.66668,4
3.11112,1.5,2
2.88888,1.22224,3
3.33332,2.0,3
3.27776,2.0,3
2.77776,1.61112,2
3.77776,2.0,4
2.55556,1.27776,1
2.11112,1.22224,1
3.11112,0.66668,4
2.94444,1.83332,2
2.94444,2.0,2
2.83332,1.38888,4
2.72224,1.55556,4
2.88888,1.66668,4
3.66668,2.0,4
2.94444,1.16668,3
2.94444,1.44444,4
2.16668,2.0,3
2.83332,1.0,3
3.05556,1.22224,4
3.16668,1.55556,4
3.38888,1.38888,3
3.11112,1.66668,3
3.11112,0.77776,4
2.77776,1.27776,3
2.27776,1.72224,2
3.5,1.88888,4
3.44444,2.0,4
2.88888,1.83332,3
3.5,1.11112,3
3.22224,1.33332,4
3.77776,0.94444,4
2.88888,1.33332,3
3.27776,1.38888,3
2.38888,1.27776,2
2.72224,1.88888,3
3.22224,2.0,4
2.77776,1.77776,3
2.66668,0.222224,3
2.72224,1.44444,3
3.55556,1.11112,3
2.88888,1.94444,4
2.94444,1.27776,3
3.77776,1.5,3
3.55556,1.55556,4
2.66668,1.38888,1
3.22224,2.0,4
3.0,1.33332,3
3.38888,1.94444,3
2.88888,1.27776,3
3.27776,1.55556,3
2.94444,1.88888,4
3.55556,1.72224,3
3.22224,1.33332,3
2.0,2.0,2
2.44444,1.94444,3
2.94444,1.27776,3
2.94444,2.0,3
2.94444,2.0,4
3.16668,1.72224,3
3.11112,1.11112,4
2.83332,1.27776,3
3.11112,1.94444,3
3.27776,1.88888,2
2.11112,2.0,3
2.72224,1.55556,3
3.27776,1.77776,4
2.66668,2.0,4
3.11112,1.5,3
3.11112,1.44444,2
3.27776,1.11112,3
3.11112,1.77776,4
2.61112,1.33332,4
3.66668,1.88888,4
3.22224,2.0,3
2.83332,2.0,3
3.11112,1.27776,3
2.66668,2.0,2
2.94444,1.0,1
3.55556,1.38888,2
2.44444,1.72224,3
3.55556,1.5,2
3.66668,1.77776,4
3.61112,2.0,4
2.22224,1.94444,3
3.38888,2.0,3
3.22224,1.77776,3
2.22224,1.66668,3
3.33332,1.16668,3
2.83332,1.44444,3
3.66668,1.66668,3
2.94444,1.88888,4
3.55556,1.5,3
2.22224,1.88888,3
2.33332,1.94444,2
2.83332,1.94444,4
2.38888,0.55556,0
3.11112,1.55556,3
2.88888,0.83332,1
2.22224,1.33332,3
3.0,1.66668,4
3.33332,1.05556,2
3.0,1.66668,3
3.11112,2.0,4
3.27776,1.33332,2
3.88888,2.0,4
3.22224,1.5,3
3.11112,1.44444,3
2.22224,1.77776,4
2.61112,1.44444,4
2.88888,0.66668,3
2.38888,0.88888,3
3.38888,0.94444,3
3.27776,2.0,3
3.11112,1.94444,4
3.11112,2.0,3
3.27776,2.0,4
2.38888,1.5,3
3.55556,1.88888,3
2.44444,1.27776,3
3.22224,0.88888,3
2.22224,1.77776,1
3.77776,1.77776,4
2.72224,1.55556,4
2.66668,1.88888,3
2.5,0.66668,3
2.44444,2.0,4
2.83332,1.27776,2
2.22224,1.33332,3
3.44444,1.22224,4
3.33332,1.38888,4
3.33332,1.66668,3
2.83332,1.83332,3
2.72224,1.38888,4
2.55556,1.94444,3
2.77776,1.66668,2
3.11112,1.94444,3
2.61112,2.0,4
3.61112,1.38888,2
2.66668,1.44444,3
3.11112,1.66668,1
3.11112,1.66668,1
2.88888,1.55556,3
2.16668,1.83332,3
2.55556,0.66668,2
2.88888,1.66668,3
3.38888,1.5,2
3.5,1.55556,3
3.27776,2.0,3
3.11112,1.55556,3
2.27776,1.61112,2
2.38888,1.55556,3
3.5,1.55556,3
2.11112,1.5,4
2.55556,1.66668,3
3.77776,2.0,3
3.11112,1.61112,3
2.94444,2.0,3
2.88888,2.0,3
3.55556,1.16668,3
3.61112,1.83332,3
2.94444,2.0,3
2.66668,1.77776,3
3.38888,2.0,4
3.33332,1.72224,3
2.38888,1.05556,3
3.0,1.55556,4
3.11112,2.0,4
2.66668,1.22224,3
2.33332,1.66668,3
3.16668,1.83332,3
2.05556,1.05556,4
3.77776,2.0,4
3.66668,2.0,4
3.55556,2.0,4
